fips,total,commodity,conservation,disaster,insurance,Year
48119,2785691,1083699,8735,16142,1677115,2019
48121,2630454,1538251,0,193007,899196,2019
48123,771662,267959,0,177989,325714,2019
48125,7344346,4185538,1654228,150264,1354316,2019
48127,736629,176449,5118,64632,490430,2019
48129,7408113,4552246,557107,964512,1334248,2019
48131,1380056,279318,191796,114149,794793,2019
48133,2312520,1639707,30358,415879,226576,2019
48135,274694,4441,0,142104,128149,2019
48137,1484240,0,134570,1203616,146054,2019
48139,11537341,7112535,24536,754976,3645294,2019
48141,4078731,2407201,0,0,1671530,2019
48143,3934775,3198081,0,562652,174042,2019
48145,8780908,4237985,14005,506757,4022161,2019
48147,6904321,3041779,40043,223213,3599286,2019
48149,1064955,436853,31606,133027,463469,2019
48151,18135731,8422350,804210,128079,8781092,2019
48153,62671777,44128271,3628753,299210,14615543,2019
48155,4803416,2275955,217324,478026,1832111,2019
48157,15715449,12926673,0,115184,2673592,2019
48159,568856,298512,0,109505,160839,2019
48161,1686421,0,0,1307449,378972,2019
48163,6250040,4557129,50986,165401,1476524,2019
48165,94346592,63440784,5740644,323601,24841563,2019
48167,1533192,1445286,0,951,86955,2019
48169,10184000,7019440,544241,373032,2247287,2019
48171,1570881,318974,850,809177,441880,2019
48173,22921176,13668411,118080,71540,9063145,2019
48175,1374868,337267,54619,379928,603054,2019
48177,1535429,453872,4703,467096,609758,2019
48179,13119872,9311622,490419,521754,2796077,2019
48181,6070776,2645491,29309,117277,3278699,2019
48183,12655,1500,0,11155,0,2019
48185,322047,16461,0,54416,251170,2019
48187,4074131,2729415,0,147755,1196961,2019
48189,73670220,53040318,3368919,48878,17212105,2019
48191,19925609,13705208,1712357,552161,3955883,2019
48193,2272849,1343455,8711,536484,384199,2019
48195,28488435,21160018,536457,115129,6676831,2019
48197,9008858,5098237,416832,476600,3017189,2019
48199,283117,250282,0,0,32835,2019
48201,2200952,1893850,0,19845,287257,2019
48203,81302,31197,0,28061,22044,2019
48205,18609014,7836914,924203,320361,9527536,2019
48207,24798494,14892747,644000,473119,8788628,2019
48209,948292,550479,707,66066,331040,2019
48211,1252249,271971,177283,141586,661409,2019
48213,828204,139993,0,166252,521959,2019
48215,31161508,15649184,667850,117250,14727224,2019
48217,17136633,9023440,156281,1095104,6861808,2019
48219,57625064,38410715,3834904,49656,15329789,2019
48221,154273,5024,0,75735,73514,2019
48223,2694341,1909342,33862,258268,492869,2019
48225,806818,211987,5000,93591,496240,2019
48227,21417137,10528537,965255,294343,9629003,2019
48229,4540034,1104717,24679,666243,2744395,2019
48231,3824602,1935666,14663,31876,1842397,2019
48233,3901217,1830131,7021,271241,1792824,2019
48235,273589,2783,0,58283,212523,2019
48237,405149,71589,0,101487,232073,2019
48239,26223322,17455267,0,576682,8191373,2019
48241,93786,0,0,0,93786,2019
48243,1046817,0,1021,92533,953263,2019
48245,10439669,8544563,10956,324111,1560039,2019
48247,741714,13552,34949,167732,525481,2019
48249,10167245,7053595,117448,56665,2939537,2019
48251,2628122,1322685,0,228355,1077082,2019
48253,17970904,10022412,639198,140541,7168753,2019
48255,1371469,810312,0,1491,559666,2019
48257,1798976,654918,2190,62563,1079305,2019
48259,314286,47295,144,194517,72330,2019
48261,819635,0,0,0,819635,2019
48263,1999889,447028,615817,162147,774897,2019
48265,353420,9518,28125,217807,97970,2019
48267,819626,8766,109626,650208,51026,2019
48269,2230357,514616,205667,264167,1245907,2019
48271,1116486,95270,121681,205908,693627,2019
48273,10921097,5105937,25909,0,5789251,2019
48275,10681465,6551893,158287,446977,3524308,2019
48277,9053348,4393124,167409,1895833,2596982,2019
48279,55085290,36438439,5598691,0,13048159,2019
48281,326755,79997,638,163371,82749,2019
48283,842314,281176,9170,60784,491184,2019
48285,2157205,1650622,595,190538,315450,2019
48287,314350,153814,0,0,160536,2019
48289,1346130,7029,0,688219,650882,2019
48291,8629954,6411737,0,365043,1853174,2019
48293,4253406,978134,48305,2252152,974815,2019
48295,5222446,2888904,987622,210437,1135483,2019
48297,2222253,786423,39898,3590,1392342,2019
48299,788195,26210,3384,646455,112146,2019
48301,213605,0,0,0,213605,2019
48303,70705957,53449827,1191616,5001,16059513,2019
48305,60183182,39692045,1554937,1704,18934496,2019
48307,3724660,1439712,28308,590437,1666203,2019
48309,9893568,5438643,10813,456234,3987878,2019
48311,385375,40354,0,0,345021,2019
48313,683419,230714,0,357627,95078,2019
48315,20459,3440,0,17019,0,2019
48317,28381294,14191275,1465862,69330,12654828,2019
48319,1681646,465925,47653,1062295,105773,2019
48321,32409523,22519200,0,433146,9457177,2019
48323,942505,0,41031,140765,760709,2019
48325,10544548,8242569,44891,0,2257088,2019
48327,911722,221604,11476,619346,59296,2019
48329,1806601,144237,206223,18020,1438121,2019
48331,8675276,4880214,0,1085252,2709810,2019
48333,667062,411459,7934,78886,168783,2019
48335,10734992,5544784,949901,288993,3951314,2019
48337,664995,505344,6537,30654,122460,2019
48339,69719,0,0,0,69719,2019
48341,21958318,16090516,670279,55618,5141905,2019
48343,158611,427,0,127239,30945,2019
48345,5651266,2736289,932185,450176,1532616,2019
48347,61007,16185,0,16234,28588,2019
48349,6123116,3644845,59780,400279,2018212,2019
48351,43337,0,0,0,43337,2019
48353,12885194,8447654,402794,137279,3897467,2019
48355,61153925,44837286,10575,22129,16283935,2019
48357,24106308,16476466,913258,238820,6477763,2019
48359,5286110,2077922,763664,471110,1973414,2019
48361,93339,74069,0,0,19270,2019
48363,234968,18272,0,131862,84834,2019
48365,44452,2291,0,4528,37633,2019
48367,127042,21985,0,68624,36433,2019
48369,34225129,18973736,3080450,128540,12042403,2019
48371,4127958,1336931,254666,423074,2113287,2019
48373,185932,0,0,105131,80801,2019
48375,1997976,693716,176524,367469,760267,2019
48377,801914,0,21499,48301,732114,2019
48379,174496,85184,0,624,88688,2019
48381,10381988,5124132,2008580,362324,2886952,2019
48383,8427235,4285968,35093,193472,3912702,2019
48385,18521,0,868,5783,11870,2019
48387,4576893,961448,240918,809047,2565479,2019
48389,3097508,530060,303440,148569,2115439,2019
48391,12499157,7945756,788,601295,3951318,2019
48393,2501140,1207523,146746,383594,763277,2019
48395,5268984,3721650,2421,243805,1301108,2019
48397,444797,168631,0,0,276166,2019
48399,19914026,12260888,456862,987572,6208704,2019
48401,55444,6048,0,13624,35772,2019
48403,0,0,0,0,0,2019
48405,0,0,0,0,0,2019
48407,89558,0,0,0,89558,2019
48409,48468104,36592553,0,146687,11728864,2019
48411,1486788,685813,8191,263398,529386,2019
48413,2883824,1011698,16619,592814,1262693,2019
48415,13435216,5988426,780064,281748,6384978,2019
48417,1436783,775484,28510,226533,406256,2019
48419,76548,0,0,0,76548,2019
48421,26959464,18855876,2475807,72228,5555553,2019
48423,142898,27880,1179,0,113839,2019
48425,14151,520,0,13631,0,2019
48427,6957659,3558995,723331,18029,2657304,2019
48429,369262,131801,25943,144518,67000,2019
48431,393934,32784,0,76910,284240,2019
48433,3207863,885306,613253,149600,1559704,2019
48435,1018122,171807,2591,540874,302850,2019
48437,43121842,25321306,4210767,409996,13179773,2019
48439,182779,98624,0,15611,68544,2019
48441,6015638,3577164,177069,59355,2202050,2019
48443,943925,0,9503,189278,745144,2019
48445,66745265,43526595,3635467,2031643,17551560,2019
48447,2852085,1129562,48166,98935,1575422,2019
48449,406241,56824,0,151627,197790,2019
48451,30533847,21612685,55988,594517,8270657,2019
48453,2133051,1400079,0,44786,688186,2019
48455,148226,0,0,0,148226,2019
48457,38750,0,1117,0,37633,2019
48459,328186,164215,0,154508,9463,2019
48461,2802685,1347502,1195,123295,1330693,2019
48463,9188076,6730043,163259,394969,1899805,2019
48465,2333796,44050,157196,1188089,944461,2019
48467,709045,353528,0,30355,325162,2019
48469,12946464,8615842,6821,1003736,3320065,2019
48471,135606,390,0,31809,103407,2019
48473,2936802,2434503,0,130495,371804,2019
48475,263261,3077,11193,0,248991,2019
48477,705187,301088,5828,204355,193916,2019
48479,2935082,60087,34593,288153,2552249,2019
48481,56352866,44730781,728,705561,10915796,2019
48483,5580338,3377737,994167,546770,661664,2019
48485,6294526,3526827,0,358245,2409454,2019
48487,10946208,7470459,147314,208633,3119802,2019
48489,30008200,23495894,87781,11373,6413152,2019
48491,12272071,7613122,46023,397775,4215151,2019
48493,2602308,1974749,0,1920,625639,2019
48495,291450,0,0,0,291450,2019
48497,922325,491207,0,217701,213417,2019
48499,452193,405095,0,6453,40645,2019
48501,37168596,24103148,2058259,429778,10577411,2019
48503,2850615,1404842,1579,362874,1081320,2019
48505,726412,0,0,382033,344379,2019
48507,3099505,1822749,24964,131586,1120206,2019
48701,0,0,0,0,0,2019
48706,0,0,0,0,0,2019
48707,0,0,0,0,0,2019
48708,0,0,0,0,0,2019
48709,0,0,0,0,0,2019
48710,0,0,0,0,0,2019
48712,0,0,0,0,0,2019
48803,0,0,0,0,0,2019
48805,0,0,0,0,0,2019
48806,0,0,0,0,0,2019
48809,0,0,0,0,0,2019
48826,0,0,0,0,0,2019
48827,0,0,0,0,0,2019
48828,0,0,0,0,0,2019
48829,0,0,0,0,0,2019
48830,0,0,0,0,0,2019
48831,0,0,0,0,0,2019
48832,3288664,3288664,0,0,0,2019
48001,362939,4722,0,11444,346773,2018
48003,4156406,917595,1418465,118023,1702323,2018
48005,22284,12402,9882,0,0,2018
48007,472655,162109,0,181305,129241,2018
48009,5009309,2091916,2898,1408918,1505577,2018
48011,6895962,1959409,551589,853546,3531418,2018
48013,1901586,1535624,16517,6471,342974,2018
48015,2731019,2020472,768,118464,591315,2018
48017,18207056,3963734,5791729,175044,8276549,2018
48019,206625,3673,101212,62479,39261,2018
48021,661043,312912,1923,11643,334565,2018
48023,6233452,2555417,28179,1247912,2401944,2018
48025,4424705,1602721,1157,70449,2750378,2018
48027,6154324,2718051,8980,260724,3166569,2018
48029,1133656,608737,10074,0,514845,2018
48031,273673,4524,0,158666,110483,2018
48033,6577439,674998,80042,261938,5560461,2018
48035,1031378,319216,7139,446944,258079,2018
48037,3772586,951833,24248,1841821,954684,2018
48039,10670250,8051950,0,638207,1980093,2018
48041,2400290,740080,0,319488,1340722,2018
48043,2025208,0,1288,0,2023920,2018
48045,10575066,2024689,2035181,454255,6060941,2018
48047,486571,46847,26071,21239,392414,2018
48049,1299857,658533,6956,532346,102022,2018
48051,2451612,1076717,0,230933,1143962,2018
48053,240788,27062,842,139900,72984,2018
48055,1542923,830500,2349,19909,690165,2018
48057,5819721,3526975,0,112954,2179792,2018
48059,740159,475537,20281,28915,215426,2018
48061,12423292,5328852,158695,6153,6929592,2018
48063,324907,31717,0,173268,119922,2018
48065,15075635,6688829,1230391,690603,6465812,2018
48067,905626,0,0,905626,0,2018
48069,19570423,6932133,3386431,533119,8718740,2018
48071,8023092,5433850,0,280785,2308457,2018
48073,304779,82135,885,44501,177258,2018
48075,7464509,1891363,971763,658991,3942392,2018
48077,2369378,1396309,35510,280371,657188,2018
48079,23412831,7052987,3373381,94060,12892403,2018
48081,479356,122460,15866,7495,333535,2018
48083,3007912,1181221,66104,1021043,739544,2018
48085,4969022,1762821,893,287463,2917845,2018
48087,13436210,6078754,1332513,1123427,4901516,2018
48089,12046730,9259654,2466,326064,2458546,2018
48091,95279,4333,0,0,90946,2018
48093,3626868,1608540,2820,1205582,809926,2018
48095,6251551,1718573,224492,473482,3835004,2018
48097,2381484,1425758,0,486474,469252,2018
48099,2485993,946516,280,597348,941849,2018
48101,5861055,892160,961504,1144122,2863269,2018
48103,354369,0,0,53593,300776,2018
48105,1729623,2638,29937,481341,1215707,2018
48107,16375961,4834520,1455089,217962,9868390,2018
48109,3197237,248421,5305,0,2943511,2018
48111,17336020,6702039,1846796,337499,8449686,2018
48113,743788,370914,0,33927,338947,2018
48115,45701710,12503388,3254144,119042,29825136,2018
48117,26146647,12108349,5134691,367292,8536315,2018
48119,1938795,336377,8110,241857,1352451,2018
48121,2704075,1592188,0,374174,737713,2018
48123,566202,130168,0,91286,344748,2018
48125,4732114,860928,1722009,545412,1603765,2018
48127,572924,56703,5118,1354,509749,2018
48129,4643395,1397130,592847,874931,1778487,2018
48131,1477115,412999,213117,143006,707993,2018
48133,1787127,1104739,30358,425257,226773,2018
48135,254969,2270,0,78634,174065,2018
48137,886799,10063,136038,543777,196921,2018
48139,6363861,2834938,15884,507139,3005900,2018
48141,1505156,363958,0,233500,907698,2018
48143,1809132,1658846,0,22809,127477,2018
48145,7704747,2483522,14007,994586,4212632,2018
48147,7045175,3136888,44294,707833,3156160,2018
48149,1341873,455529,48140,363984,474220,2018
48151,19532267,2789585,832431,524078,15386173,2018
48153,31315366,7116322,3760121,276448,20162475,2018
48155,4556629,1381254,211510,963046,2000819,2018
48157,9739167,6200783,0,221025,3317359,2018
48159,637365,194226,0,362441,80698,2018
48161,340572,0,0,12765,327807,2018
48163,3621511,1539470,108377,623293,1350371,2018
48165,54301479,21635096,6022113,179764,26464506,2018
48167,1136591,915484,0,143004,78103,2018
48169,4783661,930579,599689,238831,3014562,2018
48171,1240772,222572,1440,521225,495535,2018
48173,16565110,2459394,122414,10290,13973012,2018
48175,1161242,196162,54864,365771,544445,2018
48177,908691,199310,6527,81367,621487,2018
48179,6655467,2993861,519286,443206,2699114,2018
48181,5000425,2404457,26980,0,2568988,2018
48183,8890,0,0,8890,0,2018
48185,434026,24364,0,155761,253901,2018
48187,3134550,1818427,0,112721,1203402,2018
48189,33380951,8387663,3405248,181102,21406938,2018
48191,10560669,3221241,1687189,871647,4780592,2018
48193,1323709,697060,8710,230254,387685,2018
48195,17590576,10327826,487666,911522,5863562,2018
48197,7515758,2468888,429469,854345,3763056,2018
48199,479495,352188,0,114898,12409,2018
48201,1749353,1457322,0,19849,272182,2018
48203,433131,6505,0,426626,0,2018
48205,15081187,5629284,960296,518574,7973033,2018
48207,17828606,5459394,666637,776860,10925715,2018
48209,693959,290184,707,64555,338513,2018
48211,2193551,291307,203070,1219922,479252,2018
48213,733137,53049,0,194208,485880,2018
48215,22672098,3478184,397626,39874,18756414,2018
48217,12246176,4014585,170080,1486442,6575069,2018
48219,31074172,8896290,3916098,341700,17920084,2018
48221,28265,0,0,14928,13337,2018
48223,3466957,1442411,33862,1622138,368546,2018
48225,607556,172593,4998,11916,418049,2018
48227,22347389,3979472,1039750,195251,17132916,2018
48229,2829732,135150,24679,11083,2658820,2018
48231,3888208,1865589,14686,486736,1521197,2018
48233,3621007,612554,6351,404221,2597881,2018
48235,365976,4192,14290,131609,215885,2018
48237,543132,66845,0,222207,254080,2018
48239,18303559,10864367,4726,506324,6928142,2018
48241,179294,0,675,121446,57173,2018
48243,1192673,0,1021,0,1191652,2018
48245,10012403,7999256,0,782410,1230737,2018
48247,587696,10960,52522,-404,524618,2018
48249,5524442,2695544,155474,175079,2498345,2018
48251,2250992,1061382,0,304050,885560,2018
48253,15532635,3980622,646303,37146,10868564,2018
48255,1104036,251970,2444,1492,848130,2018
48257,1076018,449445,2190,0,624383,2018
48259,163740,18678,144,71398,73520,2018
48261,652998,0,0,0,652998,2018
48263,2032844,217733,569655,332312,913144,2018
48265,305088,3487,28125,141757,131719,2018
48267,400648,2457,115580,211171,71440,2018
48269,2418268,238604,219109,803603,1156952,2018
48271,1093328,39743,123694,265225,664666,2018
48273,6971819,1739468,28075,9155,5195121,2018
48275,9263708,3263792,159651,1453191,4387074,2018
48277,5834477,3154121,170210,530236,1979910,2018
48279,28149093,7563961,5675802,234728,14674602,2018
48281,357219,94297,638,166557,95727,2018
48283,705102,161118,11407,0,532577,2018
48285,1449886,888103,1195,255930,304658,2018
48287,308646,151051,0,13833,143762,2018
48289,1288822,7248,0,859473,422101,2018
48291,7258798,5330268,0,679667,1248863,2018
48293,1706998,501864,64776,306849,833509,2018
48295,5302626,1596397,1002181,1588004,1116044,2018
48297,1896308,501030,43042,23647,1328589,2018
48299,446888,18920,5844,301697,120427,2018
48301,281903,0,0,0,281903,2018
48303,29452182,9077393,1249155,180032,18945602,2018
48305,32394614,6552915,1610912,112848,24117939,2018
48307,3299240,931460,28330,597628,1741822,2018
48309,8782072,3672127,10813,1121707,3977425,2018
48311,443399,45697,0,0,397702,2018
48313,199289,16059,0,73136,110094,2018
48315,107529,0,0,107529,0,2018
48317,22595349,3947238,1904178,84126,16659807,2018
48319,1117649,316546,48536,605787,146780,2018
48321,19768504,12342992,0,428550,6996962,2018
48323,1155894,121,49863,157250,948660,2018
48325,4880163,2457598,35818,106455,2280292,2018
48327,479425,28856,8333,334817,107419,2018
48329,1972316,29141,191151,925,1751099,2018
48331,5201840,2175578,0,212855,2813407,2018
48333,511853,84612,10117,165899,251225,2018
48335,8235940,1452759,1019250,196366,5567565,2018
48337,523156,426104,7839,6245,82968,2018
48339,125619,35531,0,17199,72889,2018
48341,11512992,5665413,772715,339288,4735576,2018
48343,515606,10137,0,505469,0,2018
48345,4050530,807397,942141,629011,1671981,2018
48347,47643,16503,0,1659,29481,2018
48349,3279459,1473387,63257,24420,1718395,2018
48351,4997,0,4997,0,0,2018
48353,8929702,1709658,395956,116322,6707766,2018
48355,27942566,13189055,20705,47159,14685647,2018
48357,14429075,6991275,954762,587054,5895984,2018
48359,5902816,1621159,991762,602396,2687499,2018
48361,135640,103121,0,32519,0,2018
48363,228059,3522,0,132276,92261,2018
48365,123877,0,0,84660,39217,2018
48367,50524,7468,-88,9531,33613,2018
48369,27750706,13301167,3304286,215095,10930158,2018
48371,3262721,237262,263236,301809,2460414,2018
48373,269619,0,0,204546,65073,2018
48375,2680299,461842,180766,871629,1166062,2018
48377,859497,0,41446,0,818051,2018
48379,560907,137184,0,374597,49126,2018
48381,8816179,3217033,1895656,720304,2983186,2018
48383,6574521,738629,24564,154061,5657267,2018
48385,66517,0,868,48386,17263,2018
48387,7537091,1099968,247822,4059661,2129640,2018
48389,3176713,131313,368710,77704,2598986,2018
48391,8784244,4880456,788,514819,3388181,2018
48393,1701962,483799,178783,357090,682290,2018
48395,3416965,739015,2516,1317102,1358332,2018
48397,294392,72219,0,0,222173,2018
48399,12595738,3851033,562304,605698,7576703,2018
48401,93461,0,11138,67720,14603,2018
48403,0,0,0,0,0,2018
48405,0,0,0,0,0,2018
48407,127341,0,0,3927,123414,2018
48409,22308745,11553342,0,145153,10610250,2018
48411,1153472,327283,10327,340030,475832,2018
48413,2328447,421480,16619,257080,1633268,2018
48415,12671687,1701155,759213,348805,9862514,2018
48417,1111165,435799,23602,37744,614020,2018
48419,61301,0,0,638,60663,2018
48421,14490957,6676703,2663658,357831,4792765,2018
48423,117613,1591,1179,6016,108827,2018
48425,1562,0,0,1562,0,2018
48427,5179539,900133,811159,28640,3439607,2018
48429,200717,65867,25994,21873,86983,2018
48431,703642,37977,0,285696,379969,2018
48433,4416543,688994,624928,734096,2368525,2018
48435,680260,12439,2591,333539,331691,2018
48437,33184957,8527662,4298378,1427407,18931510,2018
48439,126065,57304,0,23980,44781,2018
48441,4664618,1712058,187663,10792,2754105,2018
48443,1345673,0,9503,378625,957545,2018
48445,37759782,12097167,3725831,2991153,18945631,2018
48447,2736781,850665,44530,71108,1770478,2018
48449,906396,12146,0,894250,0,2018
48451,15762587,4729226,56815,285060,10691486,2018
48453,1452575,765245,0,2028,685302,2018
48455,173782,0,0,0,173782,2018
48457,55758,4329,4161,47268,0,2018
48459,464825,198347,0,256353,10125,2018
48461,2289516,405087,1195,89003,1794231,2018
48463,3468697,1158731,214105,178953,1916908,2018
48465,1778619,270,166034,494727,1117588,2018
48467,1848477,85229,0,1484926,278322,2018
48469,9906407,5626763,7913,1282117,2989614,2018
48471,192482,0,0,62382,130100,2018
48473,2490023,1890276,0,130439,469308,2018
48475,373873,0,11875,0,361998,2018
48477,360332,97729,5828,32103,224672,2018
48479,3174347,75846,34593,365057,2698851,2018
48481,38609254,26021730,728,1044273,11542523,2018
48483,5376392,1528376,990257,1805193,1052566,2018
48485,5125569,2329469,3266,648198,2144636,2018
48487,8510080,3579090,165314,1002807,3762869,2018
48489,14415364,8371328,89636,15512,5938888,2018
48491,8139310,3660476,46024,105711,4327099,2018
48493,2157954,1376105,0,120798,661051,2018
48495,402870,0,0,0,402870,2018
48497,920763,320358,0,438140,162265,2018
48499,391423,341424,0,16591,33408,2018
48501,22187371,9526032,1938278,166771,10556290,2018
48503,2409104,1296665,1579,157177,953683,2018
48505,511748,0,0,10972,500776,2018
48507,1682379,567232,21179,18637,1075331,2018
48701,0,0,0,0,0,2018
48706,0,0,0,0,0,2018
48707,0,0,0,0,0,2018
48708,0,0,0,0,0,2018
48709,0,0,0,0,0,2018
48710,0,0,0,0,0,2018
48712,0,0,0,0,0,2018
48803,0,0,0,0,0,2018
48805,0,0,0,0,0,2018
48806,0,0,0,0,0,2018
48809,0,0,0,0,0,2018
48826,0,0,0,0,0,2018
48827,0,0,0,0,0,2018
48828,0,0,0,0,0,2018
48829,0,0,0,0,0,2018
48830,0,0,0,0,0,2018
48831,0,0,0,0,0,2018
48832,0,0,0,0,0,2018
48001,378308,33776,0,56592,287940,2017
48003,3855628,1126533,938402,1305,1789388,2017
48005,34664,8941,25723,0,0,2017
48007,198451,44462,0,0,153989,2017
48009,3850194,2770545,2898,210,1076541,2017
48011,6419806,3546696,599849,0,2273261,2017
48013,2454098,2052950,15369,8801,376978,2017
48015,3077874,2253308,85748,127048,611770,2017
48017,18843748,5701703,5911397,7020,7223628,2017
48019,153985,15970,100326,0,37689,2017
48021,689712,381225,1923,36003,270561,2017
48023,6681716,5073237,28201,7107,1573171,2017
48025,4281718,1921149,1157,0,2359412,2017
48027,6445508,3462977,2592,0,2979939,2017
48029,1167716,658746,13410,4459,491101,2017
48031,115029,7907,0,17384,89738,2017
48033,4045476,273554,102294,34316,3635312,2017
48035,819218,543260,6729,55328,213901,2017
48037,4559226,1618897,25363,1953581,961385,2017
48039,13710558,12135053,0,136356,1439149,2017
48041,1506128,529541,0,61568,915019,2017
48043,1847293,0,3958,0,1843335,2017
48045,9212922,2740005,1509994,519668,4443255,2017
48047,410352,54052,26071,29692,300537,2017
48049,1245462,994314,7866,10990,232292,2017
48051,1583611,455513,0,40213,1087885,2017
48053,106677,45941,842,1448,58446,2017
48055,1299852,681914,2349,16891,598698,2017
48057,6156506,3972730,0,0,2183776,2017
48059,771457,502066,20845,47834,200712,2017
48061,13553539,6394182,164330,31236,6963791,2017
48063,282819,392,0,169600,112827,2017
48065,14966652,9009057,1331360,39,4626196,2017
48067,340882,0,0,340882,0,2017
48069,29918398,18682434,3405844,0,7830120,2017
48071,10578955,8712874,0,76777,1789304,2017
48073,136655,10214,1473,40302,84666,2017
48075,6714742,2536461,980562,36675,3161044,2017
48077,3294549,2687506,37258,59598,510187,2017
48079,20623227,5917157,3254926,0,11451144,2017
48081,463817,147801,16570,-23,299469,2017
48083,2979009,2161310,81311,269231,467157,2017
48085,5569442,2513037,1545,60987,2993873,2017
48087,13479313,7667292,1344512,0,4467509,2017
48089,15598295,13598921,13300,17689,1968385,2017
48091,100987,13809,0,10844,76334,2017
48093,2789718,2071128,2820,101410,614360,2017
48095,6152463,2576082,247322,4934,3324125,2017
48097,2805573,2016140,0,394791,394642,2017
48099,2325202,1503897,280,973,820052,2017
48101,4107494,1052383,954639,-35642,2136114,2017
48103,268669,0,2236,0,266433,2017
48105,1367058,13746,29937,0,1323375,2017
48107,14015959,3415967,1545319,27662,9027011,2017
48109,2578807,181530,5305,0,2391972,2017
48111,22591666,10956432,3279864,-456,8355826,2017
48113,961918,584780,0,-1479,378617,2017
48115,40101916,13242400,3452075,19299,23388142,2017
48117,32714415,20576890,5069339,0,7068186,2017
48119,2346546,544075,9311,239361,1553799,2017
48121,3344768,2498936,0,61792,784040,2017
48123,385992,92900,0,44,293048,2017
48125,3445285,449609,1723510,17135,1255031,2017
48127,499999,106771,7372,64887,320969,2017
48129,3986080,2073546,577245,0,1335289,2017
48131,1697103,503773,208347,331081,653902,2017
48133,2020932,1792950,30380,0,197602,2017
48135,160274,0,0,0,160274,2017
48137,925287,14758,97477,642851,170201,2017
48139,8495441,5111740,30653,380192,2972856,2017
48141,1526671,5811,0,123584,1397276,2017
48143,464056,355473,0,21667,86916,2017
48145,7113645,3353777,14688,12953,3732227,2017
48147,10941172,5114485,40501,2774022,3012164,2017
48149,946949,394607,41091,61884,449367,2017
48151,13037379,2268865,913687,16177,9838650,2017
48153,28684041,8854483,4099879,129647,15600032,2017
48155,3688703,2192415,212908,43879,1239501,2017
48157,10234051,7200345,0,15109,3018597,2017
48159,116437,73480,0,4852,38105,2017
48161,242346,0,0,0,242346,2017
48163,5267562,2961204,11689,80065,2214604,2017
48165,56236407,26954093,5511731,0,23770583,2017
48167,1614537,1533652,0,0,80885,2017
48169,3325498,113143,599179,35321,2577855,2017
48171,866231,414842,3927,1283,446179,2017
48173,11878552,910950,164127,42467,10761008,2017
48175,709912,217724,54843,0,437345,2017
48177,743704,244402,1824,0,497478,2017
48179,6606132,3813707,564309,3489,2224627,2017
48181,6797477,4165687,38282,28932,2564575,2017
48183,992,0,0,992,0,2017
48185,314830,1943,0,121852,191035,2017
48187,2825214,1681311,0,0,1143903,2017
48189,36373168,14440895,3437334,404,18494535,2017
48191,8800575,3114432,1691940,134915,3859288,2017
48193,1238420,770770,8710,178903,280037,2017
48195,21644194,15320538,471048,281625,5570983,2017
48197,7057267,4196016,417447,225064,2218740,2017
48199,363164,337384,21648,0,4132,2017
48201,2551904,2277541,0,0,274363,2017
48203,168128,1357,0,166771,0,2017
48205,16898825,7918499,1068459,116375,7795492,2017
48207,16990141,7995060,719783,-11,8275309,2017
48209,644999,299830,707,0,344462,2017
48211,2094970,825788,224418,743288,301476,2017
48213,387018,23607,0,54109,309302,2017
48215,21885569,4766700,691656,9838,16417375,2017
48217,14633207,7185024,258962,707104,6482117,2017
48219,23756636,3873590,4190730,48223,15644093,2017
48221,-1167,0,0,-7736,6569,2017
48223,1872325,457459,33862,1160641,220363,2017
48225,516057,199983,25247,10755,280072,2017
48227,14110007,3046812,1089864,56321,9917010,2017
48229,2788164,112651,49361,97865,2528287,2017
48231,4607718,2092952,14686,922873,1577207,2017
48233,3157588,1098991,7695,12408,2038494,2017
48235,332912,1896,19614,0,311402,2017
48237,290788,134059,0,15138,141591,2017
48239,18404398,12337659,4728,0,6062011,2017
48241,54303,0,3160,0,51143,2017
48243,1133962,0,4112,0,1129850,2017
48245,11164289,10431198,7891,0,725200,2017
48247,577522,24169,113724,-4244,443873,2017
48249,5337462,2461991,132415,162912,2580144,2017
48251,2177183,1314451,0,2504,860228,2017
48253,13659574,5383109,707209,-2864,7572120,2017
48255,1053566,248781,2444,0,802341,2017
48257,1678386,1031515,2190,-2390,647071,2017
48259,94775,28939,294,3382,62160,2017
48261,558553,0,0,0,558553,2017
48263,1535126,280327,632342,5919,616538,2017
48265,147140,10372,28125,63,108580,2017
48267,188187,0,109626,15274,63287,2017
48269,1494473,229493,217112,18783,1029085,2017
48271,1022233,92300,138868,23932,767133,2017
48273,7630491,2365861,24936,4353,5235341,2017
48275,9019002,5845754,163247,6574,3003427,2017
48277,12974562,4380644,193787,6252961,2147170,2017
48279,31363486,12291332,5848715,116375,13107064,2017
48281,271345,172052,2233,3046,94014,2017
48283,646994,244630,9784,1800,390780,2017
48285,1842298,1430502,733,89354,321709,2017
48287,373897,239224,0,32360,102313,2017
48289,265269,12375,0,19134,233760,2017
48291,9066883,7715737,0,61792,1289354,2017
48293,1765387,918585,59056,8272,779474,2017
48295,4983871,2659263,994502,582680,747426,2017
48297,1833536,652443,42494,0,1138599,2017
48299,159503,36146,5844,19324,98189,2017
48301,261861,0,0,0,261861,2017
48303,21001927,3383658,1215668,0,16402601,2017
48305,22246951,2278088,1811209,0,18157654,2017
48307,3527532,1883342,28758,239770,1375662,2017
48309,8412555,4566180,15926,25510,3804939,2017
